Creation Time,Marketplace Type,Service Category,Location,Questions and Answers,Preferred Providers,Status
Thu Oct 14 12:31:54 UTC 2021,SERVICE_MARKETPLACE,Resume Writing,Brooklyn,"1. What type of resume? Traditional resume 2. What stage of resume writing are you in? I need revisions to an existing resume 3. Where are you in your career? Mid career 4. Which industries are you focused on? Technology,Financial services 5. How would you like to work with the resume writer? I am comfortable working virtually",,APPROVED
