Creation Time,Marketplace Type,ProFinder Service Category,Top Level Service Category,Secondary Service Category,Use Profile Location,Available to Work Remotely,Pricing Info Provided,Status,Media
Fri Apr 12 13:52:49 UTC 2024,SERVICE_MARKETPLACE,,,"Business Consulting, Business Analytics, Program Management, Web Development, Application Development",true,true,false,ACTIVE,https://www.linkedin.com/services/page/19489832a396b99788
