Name,Published On,Description,Publisher,Url
State Competition as a Source Driving Climate Change Mitigation,Mar 2006,"In the absence of U.S. Federal regulation of carbon emissions, state governments have stepped in to regulate. The authors explore these state-level efforts, their driving forces, and the role of interjurisdictional competition is seen to play in shaping them.",NYU Environmental Law Journal,http://www1.law.nyu.edu/journals/envtllaw/issues/vol14/1/v14_n1_rabe-roman-dobelis.pdf
